run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2024-09-24_10.50.19,C-1,1908,2014,2,0.017860348659397302,"[{'start_idx': 381, 'end_idx': 595, 'score': 6.234087817428398}, {'start_idx': 645, 'end_idx': 869, 'score': 6.3548278154168925}]",1,1,1,"[[895, 1119]]","[(631, 845)]",2,"[{'start_idx': 381, 'end_idx': 595, 'score': 6.234087817428398}, {'start_idx': 645, 'end_idx': 869, 'score': 6.3548278154168925}]",MSL,"[[550, 750], [2100, 2210]]","[point, contextual]"
2024-09-24_10.50.19,C-2,514,1801,0,0.09879774508180965,[],0,2,0,[],[],2,[],MSL,"[[290, 390], [1540, 1575]]","[point, contextual]"
2024-09-24_10.50.19,D-1,2599,8259,1,0.07699630033507826,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 10.169240030581147}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.813021221474761}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.249495881841979}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.94030172826183}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.39614431382442}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.817807408329276}]",0,0,1,[],"[(5570, 5989)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 10.169240030581147}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.813021221474761}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.249495881841979}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.94030172826183}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.39614431382442}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.817807408329276}]",SMAP,"[[5250, 8508]]",[point]
2024-09-24_10.50.19,D-11,2361,7181,0,0.002977068088650195,[],0,1,0,[],[],1,[],SMAP,"[[4270, 4330]]",[point]
2024-09-24_10.50.19,D-12,62,7668,1,0.047337524670410615,"[{'start_idx': 6020, 'end_idx': 6089, 'score': 4.749532982527442}, {'start_idx': 6090, 'end_idx': 6159, 'score': 5.024140862430516}, {'start_idx': 6160, 'end_idx': 6229, 'score': 5.1643388102591175}]",0,0,1,[],"[(6270, 6479)]",1,"[{'start_idx': 6020, 'end_idx': 6089, 'score': 4.749532982527442}, {'start_idx': 6090, 'end_idx': 6159, 'score': 5.024140862430516}, {'start_idx': 6160, 'end_idx': 6229, 'score': 5.1643388102591175}]",SMAP,"[[5178, 7917]]",[point]
2024-09-24_10.50.19,D-13,1240,7413,1,0.09830118056738986,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 15.261016635226733}, {'start_idx': 4900, 'end_idx': 4969, 'score': 14.075007690455626}, {'start_idx': 4970, 'end_idx': 5039, 'score': 12.336686202864678}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.171336065298163}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.354823917212027}]",0,0,1,[],"[(5080, 5429)]",1,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 15.261016635226733}, {'start_idx': 4900, 'end_idx': 4969, 'score': 14.075007690455626}, {'start_idx': 4970, 'end_idx': 5039, 'score': 12.336686202864678}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.171336065298163}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.354823917212027}]",SMAP,"[[5070, 5230]]",[point]
2024-09-24_10.50.19,D-14,3425,2375,1,0.031946325645410924,"[{'start_idx': 1519, 'end_idx': 1861, 'score': 10.9361341491169}]",0,1,1,[],"[(1769, 2111)]",2,"[{'start_idx': 1519, 'end_idx': 1861, 'score': 10.9361341491169}]",MSL,"[[1630, 1650], [1800, 2000]]","[point, point]"
2024-09-24_10.50.19,D-15,1824,1908,0,0.17852546510464512,[],0,1,0,[],[],1,[],MSL,"[[1500, 2140]]",[point]
2024-09-24_10.50.19,D-16,1201,1941,1,0.17108403707634173,"[{'start_idx': 465, 'end_idx': 672, 'score': 5.404906900633009}]",0,0,1,[],"[(715, 922)]",1,"[{'start_idx': 465, 'end_idx': 672, 'score': 5.404906900633009}]",MSL,"[[600, 1250]]",[contextual]
2024-09-24_10.50.19,D-2,2630,8345,3,0.1766168345745771,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 18.628679908467333}, {'start_idx': 4480, 'end_idx': 4549, 'score': 14.25639292235113}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.317824107722872}, {'start_idx': 4620, 'end_idx': 4689, 'score': 11.163239838037356}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.36064012372228}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.30921384435768706}, {'start_idx': 8275, 'end_idx': 8344, 'score': 2.096523254648375}]",0,0,1,[],"[(4660, 5009), (8440, 8509), (8525, 8594)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 18.628679908467333}, {'start_idx': 4480, 'end_idx': 4549, 'score': 14.25639292235113}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.317824107722872}, {'start_idx': 4620, 'end_idx': 4689, 'score': 11.163239838037356}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.36064012372228}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.30921384435768706}, {'start_idx': 8275, 'end_idx': 8344, 'score': 2.096523254648375}]",SMAP,"[[4319, 8536]]",[point]
2024-09-24_10.50.19,D-3,2630,8390,1,0.09691440028916998,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 12.685252135496489}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.722316801720835}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.967633802021956}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.410442969949145}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.952398372699582}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.58047627469648}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.217264607802734}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.871997952362124}]",0,0,1,[],"[(5430, 5989)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 12.685252135496489}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.722316801720835}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.967633802021956}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.410442969949145}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.952398372699582}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.58047627469648}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.217264607802734}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.871997952362124}]",SMAP,"[[5225, 8500]]",[point]
2024-09-24_10.50.19,D-4,2583,8223,1,0.07656484166457253,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 10.191208857459896}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.939571110506352}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.64171242552532}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.388435605132504}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.13796539350303}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.87010707731357}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.596726538171856}]",0,0,1,[],"[(5430, 5919)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 10.191208857459896}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.939571110506352}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.64171242552532}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.388435605132504}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.13796539350303}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.87010707731357}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.596726538171856}]",SMAP,"[[5225, 8472]]",[point]
2024-09-24_10.50.19,D-5,2311,7378,0,0.3203576530613765,[],0,1,0,[],[],1,[],SMAP,"[[4800, 4850]]",[point]
2024-09-24_10.50.19,D-6,2344,7634,1,0.010045414121343367,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 7.470933692083482}, {'start_idx': 4690, 'end_idx': 4759, 'score': 6.819365771385753}, {'start_idx': 4760, 'end_idx': 4829, 'score': 4.993420097563903}]",0,0,1,[],"[(4870, 5079)]",1,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 7.470933692083482}, {'start_idx': 4690, 'end_idx': 4759, 'score': 6.819365771385753}, {'start_idx': 4760, 'end_idx': 4829, 'score': 4.993420097563903}]",SMAP,"[[4870, 4950]]",[point]
2024-09-24_10.50.19,D-7,2333,7392,2,0.08365554008149094,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 13.273477092790971}, {'start_idx': 4900, 'end_idx': 4969, 'score': 11.760098403761857}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.772594293034256}, {'start_idx': 5040, 'end_idx': 5109, 'score': 10.058217017599915}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.02625333066682}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.776190932264713}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.297349417656262}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.845294525819602}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.95616454963317}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.712068723093783}]",0,0,1,[],"[(5080, 5359), (5430, 5849)]",1,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 13.273477092790971}, {'start_idx': 4900, 'end_idx': 4969, 'score': 11.760098403761857}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.772594293034256}, {'start_idx': 5040, 'end_idx': 5109, 'score': 10.058217017599915}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.02625333066682}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.776190932264713}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.297349417656262}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.845294525819602}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.95616454963317}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.712068723093783}]",SMAP,"[[4940, 7641]]",[point]
2024-09-24_10.50.19,D-8,2352,7624,1,0.0038056448180177655,"[{'start_idx': 4130, 'end_idx': 4199, 'score': 8.425785413404498}, {'start_idx': 4200, 'end_idx': 4269, 'score': 6.102537233361971}, {'start_idx': 4270, 'end_idx': 4301, 'score': 5.2068034493730755}]",0,0,1,[],"[(4380, 4551)]",1,"[{'start_idx': 4130, 'end_idx': 4199, 'score': 8.425785413404498}, {'start_idx': 4200, 'end_idx': 4269, 'score': 6.102537233361971}, {'start_idx': 4270, 'end_idx': 4301, 'score': 5.2068034493730755}]",SMAP,"[[4370, 4420]]",[point]
