run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2018-05-19_15.00.10,E-11,2630,8264,2,0.053961825,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 6.1026476832511545}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.468351119699053}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.522050516759546}]",0,0,2,[],"[(5010, 5079), (5640, 5779)]",2,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 6.1026476832511545}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.468351119699053}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.522050516759546}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
2018-05-19_15.00.10,E-12,2630,8262,1,0.043656707,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 5.7305123775479}]",0,1,1,[],"[(5010, 5079)]",2,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 5.7305123775479}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2018-05-19_15.00.10,E-13,2630,8390,1,0.038073517,"[{'start_idx': 6230, 'end_idx': 6299, 'score': 4.294274386828701}]",0,2,1,[],"[(6480, 6549)]",3,"[{'start_idx': 6230, 'end_idx': 6299, 'score': 4.294274386828701}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2018-05-19_15.00.10,E-2,2630,8282,1,0.052696355,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.6008954898256675}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.220438271026189}]",0,0,1,[],"[(5640, 5779)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.6008954898256675}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.220438271026189}]",SMAP,"[[5598, 6995]]",[point]
2018-05-19_15.00.10,E-3,2630,8057,0,0.0041774455,[],0,1,0,[],[],1,[],SMAP,"[[5094, 8306]]",[point]
2018-05-19_15.00.10,E-4,2630,8104,1,0.014172877,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.63312903893371}]",1,1,0,"[[5010, 5079]]",[],1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.63312903893371}]",SMAP,"[[5450, 8261]]",[point]
2018-05-19_15.00.10,E-5,2630,8044,1,0.0872683,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.234716570638859}]",0,0,1,[],"[(5570, 5639)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.234716570638859}]",SMAP,"[[5600, 5920]]",[point]
2018-05-19_15.00.10,E-6,2630,8050,1,0.0031586878,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 19.6214984187635}]",0,0,1,[],"[(5570, 5639)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 19.6214984187635}]",SMAP,"[[5610, 5675]]",[point]
2018-05-19_15.00.10,E-7,2519,8060,1,0.016276475,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 8.926423441744003}]",0,0,1,[],"[(5430, 5499)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 8.926423441744003}]",SMAP,"[[5394, 5674]]",[point]
2018-05-19_15.00.10,E-8,2630,8282,1,0.025932765,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.022528642356326}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.068693608962927}]",0,0,1,[],"[(5640, 5779)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.022528642356326}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.068693608962927}]",SMAP,"[[5400, 6022]]",[point]
2018-05-19_15.00.10,E-9,2630,8052,1,0.026907813,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.442131800546611}]",0,0,1,[],"[(5570, 5639)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.442131800546611}]",SMAP,"[[5550, 5900]]",[point]
2018-05-19_15.00.10,F-1,2619,8334,1,0.046160955,"[{'start_idx': 5810, 'end_idx': 5879, 'score': 3.238308223783253}]",1,1,0,"[[6060, 6129]]",[],1,"[{'start_idx': 5810, 'end_idx': 5879, 'score': 3.238308223783253}]",SMAP,"[[5392, 5492]]",[point]
2018-05-19_15.00.10,F-2,2611,8376,1,0.049112007,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.3148789697386984}]",0,0,1,[],"[(6760, 6829)]",1,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 2.3148789697386984}]",SMAP,"[[5669, 8625]]",[point]
2018-05-19_15.00.10,F-3,2630,8126,0,0.0014521743,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5640]]",[contextual]
2018-05-19_15.00.10,F-4,1994,3172,1,0.02996953,"[{'start_idx': 2730, 'end_idx': 2799, 'score': 10.31594306307283}]",1,1,0,"[[2980, 3049]]",[],1,"[{'start_idx': 2730, 'end_idx': 2799, 'score': 10.31594306307283}]",MSL,"[[2700, 2770]]",[point]
2018-05-19_15.00.10,F-5,2348,3672,1,0.009720339,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 11.958661890650065}, {'start_idx': 3360, 'end_idx': 3429, 'score': 13.579768831721267}]",0,0,1,[],"[(3540, 3679)]",1,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 11.958661890650065}, {'start_idx': 3360, 'end_idx': 3429, 'score': 13.579768831721267}]",MSL,"[[3550, 3700]]",[point]
2018-05-19_15.00.10,F-7,2261,4804,0,0.22124279,[],0,3,0,[],[],3,[],MSL,"[[1250, 1450], [2670, 2790], [3325, 3425]]","[contextual, contextual, contextual]"
2018-05-19_15.00.10,F-8,3092,2237,1,0.08687997,"[{'start_idx': 1655, 'end_idx': 1961, 'score': 7.325099029491971}]",0,0,1,[],"[(1905, 2211)]",1,"[{'start_idx': 1655, 'end_idx': 1961, 'score': 7.325099029491971}]",MSL,"[[1950, 2486]]",[contextual]
2018-05-19_15.00.10,G-1,2570,8219,1,0.068176664,"[{'start_idx': 8050, 'end_idx': 8119, 'score': 3.6718085181786044}]",1,1,0,"[[8300, 8369]]",[],1,"[{'start_idx': 8050, 'end_idx': 8119, 'score': 3.6718085181786044}]",SMAP,"[[4770, 4890]]",[contextual]
2018-05-19_15.00.10,G-2,2228,7111,0,0.0006544767,[],0,1,0,[],[],1,[],SMAP,"[[4030, 4070]]",[point]
2018-05-19_15.00.10,G-3,2374,7657,1,0.0018817687,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 16.166530184890807}]",0,0,1,[],"[(4170, 4239)]",1,"[{'start_idx': 3920, 'end_idx': 3989, 'score': 16.166530184890807}]",SMAP,"[[4200, 4250]]",[point]
2018-05-19_15.00.10,G-4,2301,7382,1,0.0034643116,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 10.873837887589087}]",0,0,1,[],"[(4660, 4729)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 10.873837887589087}]",SMAP,"[[4690, 4720]]",[point]
2018-05-19_15.00.10,G-6,2631,8390,0,0.0023250713,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5700]]",[point]
2018-05-19_15.00.10,G-7,2196,7779,3,0.016580261,"[{'start_idx': 878, 'end_idx': 1291, 'score': 6.481865694456391}, {'start_idx': 3360, 'end_idx': 3429, 'score': 8.243517207965684}, {'start_idx': 3430, 'end_idx': 3499, 'score': 12.179749956521707}, {'start_idx': 7280, 'end_idx': 7349, 'score': 7.059932239751298}, {'start_idx': 7350, 'end_idx': 7419, 'score': 12.555546190170592}]",1,1,2,"[[1128, 1541]]","[(3610, 3749), (7530, 7669)]",3,"[{'start_idx': 878, 'end_idx': 1291, 'score': 6.481865694456391}, {'start_idx': 3360, 'end_idx': 3429, 'score': 8.243517207965684}, {'start_idx': 3430, 'end_idx': 3499, 'score': 12.179749956521707}, {'start_idx': 7280, 'end_idx': 7349, 'score': 7.059932239751298}, {'start_idx': 7350, 'end_idx': 7419, 'score': 12.555546190170592}]",SMAP,"[[3650, 3750], [5050, 5100], [7560, 7675]]","[contextual, point, contextual]"
2018-05-19_15.00.10,M-1,1959,2027,0,0.029767456,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2018-05-19_15.00.10,M-2,1958,2027,0,0.07967237,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2018-05-19_15.00.10,M-3,1787,1877,0,0.033108722,[],0,1,0,[],[],1,[],MSL,"[[1250, 1500]]",[contextual]
2018-05-19_15.00.10,M-4,1826,1788,0,0.052889947,[],0,1,0,[],[],1,[],MSL,"[[1250, 1500]]",[contextual]
2018-05-19_15.00.10,M-5,1782,2053,1,0.044394337,"[{'start_idx': 1043, 'end_idx': 1362, 'score': 4.156984539559549}]",0,0,1,[],"[(1293, 1612)]",1,"[{'start_idx': 1043, 'end_idx': 1362, 'score': 4.156984539559549}]",MSL,"[[1250, 1550]]",[contextual]
2018-05-19_15.00.10,M-6,1315,1799,0,0.05572566,[],0,1,0,[],[],1,[],MSL,"[[1850, 2030]]",[point]
2018-05-19_15.00.10,M-7,1337,1906,0,0.020932492,[],0,1,0,[],[],1,[],MSL,"[[940, 1040]]",[point]
2018-05-19_15.00.10,P-10,4058,5850,1,0.1953571,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 17.61315063612693}, {'start_idx': 4410, 'end_idx': 4479, 'score': 17.017492759444096}, {'start_idx': 4480, 'end_idx': 4549, 'score': 13.66222768114529}]",0,0,1,[],"[(4590, 4799)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 17.61315063612693}, {'start_idx': 4410, 'end_idx': 4479, 'score': 17.017492759444096}, {'start_idx': 4480, 'end_idx': 4549, 'score': 13.66222768114529}]",MSL,"[[4590, 4720]]",[point]
2018-05-19_15.00.10,P-11,3719,3285,1,0.016903628,"[{'start_idx': 1501, 'end_idx': 1758, 'score': 5.0488266857696535}]",0,1,1,[],"[(1751, 2008)]",2,"[{'start_idx': 1501, 'end_idx': 1758, 'score': 5.0488266857696535}]",MSL,"[[1778, 1898], [1238, 1344]]","[point, point]"
2018-05-19_15.00.10,P-14,2630,5850,1,0.2075159,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 15.68494122108305}, {'start_idx': 4410, 'end_idx': 4479, 'score': 16.474918893143876}, {'start_idx': 4480, 'end_idx': 4549, 'score': 13.473461292147984}]",0,0,1,[],"[(4590, 4799)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 15.68494122108305}, {'start_idx': 4410, 'end_idx': 4479, 'score': 16.474918893143876}, {'start_idx': 4480, 'end_idx': 4549, 'score': 13.473461292147984}]",MSL,"[[4575, 4755]]",[point]
2018-05-19_15.00.10,P-15,3432,2606,0,0.33567443,[],0,1,0,[],[],1,[],MSL,"[[1390, 1410]]",[point]
2018-05-19_15.00.10,P-2,2571,7959,1,0.046563398,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.877977330078279}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.219451966918115}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.097742656226526}]",0,0,1,[],"[(5290, 5499)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.877977330078279}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.219451966918115}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.097742656226526}]",SMAP,"[[5300, 6420]]",[point]
2018-05-19_15.00.10,P-2,2571,7959,1,0.046563398,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.877977330078279}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.219451966918115}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.097742656226526}]",0,0,1,[],"[(5290, 5499)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 11.877977330078279}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.219451966918115}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.097742656226526}]",SMAP,"[[5350, 6575]]",[point]
2018-05-19_15.00.10,P-3,2605,8243,2,0.061042354,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.8538467190916068}, {'start_idx': 5180, 'end_idx': 5249, 'score': 3.527599532192454}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.910772685921485}]",0,0,1,[],"[(5360, 5499), (5780, 5849)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.8538467190916068}, {'start_idx': 5180, 'end_idx': 5249, 'score': 3.527599532192454}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.910772685921485}]",SMAP,"[[5401, 6736]]",[point]
2018-05-19_15.00.10,P-4,2359,7533,3,0.0027233546,"[{'start_idx': 680, 'end_idx': 929, 'score': 13.210833437827382}, {'start_idx': 1920, 'end_idx': 2099, 'score': 11.235716100372768}, {'start_idx': 4550, 'end_idx': 4619, 'score': 15.756427295224753}]",0,0,3,[],"[(930, 1179), (2170, 2349), (4800, 4869)]",3,"[{'start_idx': 680, 'end_idx': 929, 'score': 13.210833437827382}, {'start_idx': 1920, 'end_idx': 2099, 'score': 11.235716100372768}, {'start_idx': 4550, 'end_idx': 4619, 'score': 15.756427295224753}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
2018-05-19_15.00.10,P-7,2603,7821,2,0.03583487,"[{'start_idx': 611, 'end_idx': 821, 'score': 0.7311802713929473}, {'start_idx': 4760, 'end_idx': 4829, 'score': 2.920247222033994}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.300592725670039}]",1,0,1,"[[861, 1071]]","[(5010, 5149)]",1,"[{'start_idx': 611, 'end_idx': 821, 'score': 0.7311802713929473}, {'start_idx': 4760, 'end_idx': 4829, 'score': 2.920247222033994}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.300592725670039}]",SMAP,"[[4950, 6600]]",[contextual]
2018-05-19_15.00.10,R-1,2624,6994,0,0.0008039941,[],0,1,0,[],[],1,[],SMAP,"[[4510, 4590]]",[point]
2018-05-19_15.00.10,S-1,2568,7081,2,0.1852382,"[{'start_idx': 3360, 'end_idx': 3429, 'score': 2.228459242774423}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.770176467096038}]",1,0,1,"[[3610, 3679]]","[(5360, 5429)]",1,"[{'start_idx': 3360, 'end_idx': 3429, 'score': 2.228459242774423}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.770176467096038}]",SMAP,"[[5300, 5747]]",[point]
2018-05-19_15.00.10,S-2,676,1577,0,0.0022047686,[],0,1,0,[],[],1,[],MSL,"[[900, 910]]",[point]
2018-05-19_15.00.10,T-1,2625,8362,1,0.065779716,"[{'start_idx': 2310, 'end_idx': 2379, 'score': 2.92423448507498}]",0,1,1,[],"[(2560, 2629)]",2,"[{'start_idx': 2310, 'end_idx': 2379, 'score': 2.92423448507498}]",SMAP,"[[2399, 3898], [6550, 6585]]","[point, contextual]"
2018-05-19_15.00.10,T-12,895,2180,0,0.010748778,[],0,1,0,[],[],1,[],MSL,"[[630, 750]]",[contextual]
2018-05-19_15.00.10,T-13,895,2180,0,0.0045285514,[],0,2,0,[],[],2,[],MSL,"[[690, 790], [1900, 2050]]","[contextual, contextual]"
2018-05-19_15.00.10,T-2,2605,8375,1,0.09035325,"[{'start_idx': 6580, 'end_idx': 6649, 'score': 2.7013178871352284}]",0,0,1,[],"[(6830, 6899)]",1,"[{'start_idx': 6580, 'end_idx': 6649, 'score': 2.7013178871352284}]",SMAP,"[[6840, 8624]]",[point]
